extract_record_id,source_id,source_row_number,source_line_number,source_row_sha256,source_cell,item_number,evidence_type,category_raw,technology_raw,resolution_status
XT000212,SRC001,17,19,51f4dc86105a58e68c65edc4a554484dedcbbe782420fcff7378953c568ed2ca,indirect_technology,1,INDIRECT,Semantic Modeling / OLAP,Star/Snowflake Schema (BI Semantic Model 구성과 밀접하지만 자료에 모델링 방식은 없음),unresolved
XT000213,SRC001,17,19,51f4dc86105a58e68c65edc4a554484dedcbbe782420fcff7378953c568ed2ca,indirect_technology,2,INDIRECT,Semantic Modeling / OLAP,DAX/MDX (Measure·다차원 Query와 밀접하지만 자료에 사용 언어는 명시되지 않음),unresolved
XT000214,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,direct_technology,1,DIRECT,Data Governance,Data Governance (실시간 분석과 함께 End-to-End Roadmap에 포함),unresolved
XT000215,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,direct_technology,2,DIRECT,Data Governance,End-to-End Data/AI Roadmap (Data Platform부터 Analytics/AI까지 Governance 포함),unresolved
XT000216,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,direct_technology,3,DIRECT,Data Governance,보안 고려 (Data & AI 구축 경험의 구성 요소),unresolved
XT000217,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,direct_technology,4,DIRECT,Data Governance,데이터 정합성 확보 (Azure Data Platform 도입 성과),unresolved
XT000218,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,direct_technology,5,DIRECT,Data Governance,Brain Portal 권한관리·사용자 등록/미등록 사용자 관리·조직/계층별 접근제어·로그 관리,unresolved
XT000219,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,direct_technology,6,DIRECT,Data Governance,Embedded BI 사용자별 권한 제어 (한국암웨이: 본인 실적·하위 조직 실적 범위 통제),unresolved
XT000220,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,direct_technology,7,DIRECT,Data Governance,보고서 등록·수정·사전검토·공유 등 Content Governance,unresolved
XT000221,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,indirect_technology,1,INDIRECT,Data Governance,Data Catalog (Governance에서 Data Asset을 탐색·관리하는 기능과 밀접하나 제품은 자료에 없음),unresolved
XT000222,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,indirect_technology,2,INDIRECT,Data Governance,Data Lineage (데이터 흐름·변환 이력 추적과 밀접하나 자료에 직접 명시되지 않음),unresolved
XT000223,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,indirect_technology,3,INDIRECT,Data Governance,Metadata Management (Governance 운영에 필요한 핵심 영역),unresolved
XT000224,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,indirect_technology,4,INDIRECT,Data Governance,Data Quality Rules (전사 Data 활용의 신뢰성과 밀접),unresolved
XT000225,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,indirect_technology,5,INDIRECT,Data Governance,Access Policy/RBAC (보안·Governance를 구현하는 대표 통제 방식이나 구체 구현은 자료에 없음),unresolved
XT000226,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,indirect_technology,6,INDIRECT,Data Governance,Row-Level Security / Hierarchical Authorization (사용자·조직 계층에 따른 보고 범위 통제와 밀접하지만 자료에 구현기술명이 없음),unresolved
XT000227,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,indirect_technology,7,INDIRECT,Data Governance,Content Lifecycle Governance (보고서 등록·수정·사전검토·공유 절차와 밀접),unresolved
XT000228,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,direct_technology,1,DIRECT,Distributed Computing,"Spark 분산처리 (Apache Spark, 분산 환경 최적화, 데이터 처리)",unresolved
XT000229,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,direct_technology,2,DIRECT,Distributed Computing,"분산 환경 (Spark, 최적화)",unresolved
XT000230,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,direct_technology,3,DIRECT,Distributed Computing,"Cluster (Spark, Computing Resource, 비용)",unresolved
XT000231,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,direct_technology,4,DIRECT,Distributed Computing,"Memory Management (Spark, Memory Overflow)",unresolved
XT000232,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,direct_technology,5,DIRECT,Distributed Computing,"Memory Overflow (Spark 성능 문제, Cluster 비용)",unresolved
XT000233,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,direct_technology,6,DIRECT,Distributed Computing,Databricks 기반 분산 Data Processing (기존 Spark 처리와 메인페이지의 Databricks Data Platform을 연결),unresolved
XT000234,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,indirect_technology,1,INDIRECT,Distributed Computing,Partitioning (Spark 분산처리 단위),unresolved
XT000235,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,indirect_technology,2,INDIRECT,Distributed Computing,Shuffle (Spark 성능 병목의 핵심 요소),unresolved
XT000236,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,indirect_technology,3,INDIRECT,Distributed Computing,Executor (Spark 연산 및 Memory 사용 단위),unresolved
XT000237,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,indirect_technology,4,INDIRECT,Distributed Computing,Driver (Spark Application 제어),unresolved
XT000238,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,indirect_technology,5,INDIRECT,Distributed Computing,Cache/Persist (Spark의 Memory 기반 처리와 직접 연결),unresolved
XT000239,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,indirect_technology,6,INDIRECT,Distributed Computing,Data Skew (분산처리 성능 저하의 대표 원인),unresolved
XT000240,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,direct_technology,1,DIRECT,Backend Engineering,"Python Backend (FastAPI, asyncio, LLM 연동)",unresolved
XT000241,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,direct_technology,2,DIRECT,Backend Engineering,"FastAPI (Python, Backend, 비동기 처리)",unresolved
XT000242,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,direct_technology,3,DIRECT,Backend Engineering,"asyncio (Python, FastAPI, 비동기 처리, 응답 속도, Resource 사용량)",unresolved
XT000243,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,direct_technology,4,DIRECT,Backend Engineering,"Backend Development (AI 기술, LLM, Cloud)",unresolved
XT000244,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,direct_technology,5,DIRECT,Backend Engineering,Server Development (AI·업무 시스템),unresolved
XT000245,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,direct_technology,6,DIRECT,Backend Engineering,"Azure SQL DB / Cosmos DB 기반 AI·BI Data Backend (정형/비정형 데이터 저장·조회, Query, 실시간/분석 데이터 제공)",unresolved
XT000246,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,direct_technology,7,DIRECT,Backend Engineering,BXG 데이터 분석형 Backend 흐름 (질문 해석 → DB/Table/Column 선택 → Query → 전처리·계산·분석 → 답변/그래프),unresolved
XT000247,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,indirect_technology,1,INDIRECT,Backend Engineering,HTTP/HTTPS (FastAPI·OpenAI 등 API 통신 기반),unresolved
XT000248,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,indirect_technology,2,INDIRECT,Backend Engineering,REST API (Backend와 AI·외부 시스템 연동에 밀접),unresolved
XT000249,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,indirect_technology,3,INDIRECT,Backend Engineering,JSON (API 데이터 교환에 일반적으로 필요),unresolved
XT000250,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,indirect_technology,4,INDIRECT,Backend Engineering,ASGI (FastAPI 비동기 실행 구조),unresolved
XT000251,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,indirect_technology,5,INDIRECT,Backend Engineering,Authentication/API Key (OpenAI·Cloud API 접근에 필요),unresolved
XT000252,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,indirect_technology,6,INDIRECT,Backend Engineering,Database Connection Pooling (AI/BI Backend의 반복 Query 처리와 밀접하나 자료에 직접 명시되지 않음),unresolved
XT000253,SRC001,21,23,a6bdefe307f661cdbdee243bb546b89601d1b4559e55828726eb9b43900029cb,direct_technology,1,DIRECT,Async Programming,"asyncio (Python, FastAPI, Backend)",unresolved
XT000254,SRC001,21,23,a6bdefe307f661cdbdee243bb546b89601d1b4559e55828726eb9b43900029cb,direct_technology,2,DIRECT,Async Programming,"비동기 프로그래밍 (응답 속도, Resource 사용량)",unresolved
XT000255,SRC001,21,23,a6bdefe307f661cdbdee243bb546b89601d1b4559e55828726eb9b43900029cb,direct_technology,3,DIRECT,Async Programming,"Latency (비동기 여부, LLM 서비스)",unresolved
XT000256,SRC001,21,23,a6bdefe307f661cdbdee243bb546b89601d1b4559e55828726eb9b43900029cb,direct_technology,4,DIRECT,Async Programming,Resource Usage (비동기 처리),unresolved
XT000257,SRC001,21,23,a6bdefe307f661cdbdee243bb546b89601d1b4559e55828726eb9b43900029cb,indirect_technology,1,INDIRECT,Async Programming,Event Loop (asyncio 실행의 핵심 구조),unresolved
XT000258,SRC001,21,23,a6bdefe307f661cdbdee243bb546b89601d1b4559e55828726eb9b43900029cb,indirect_technology,2,INDIRECT,Async Programming,Coroutine (Python asyncio 비동기 작업 단위),unresolved
XT000259,SRC001,21,23,a6bdefe307f661cdbdee243bb546b89601d1b4559e55828726eb9b43900029cb,indirect_technology,3,INDIRECT,Async Programming,Concurrency (여러 I/O 작업을 효율적으로 처리해야 함),unresolved
XT000260,SRC001,21,23,a6bdefe307f661cdbdee243bb546b89601d1b4559e55828726eb9b43900029cb,indirect_technology,4,INDIRECT,Async Programming,Async I/O (API·DB 호출 대기시간 활용),unresolved
XT000261,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,1,DIRECT,Cloud Engineering,"Azure (배포 자동화, 모델 배포, Serverless, MLOps/CI-CD)",unresolved
XT000262,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,2,DIRECT,Cloud Engineering,"AWS (배포 자동화, 모델 배포, Serverless)",unresolved
XT000263,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,3,DIRECT,Cloud Engineering,"Serverless (Azure/AWS, Cloud Infrastructure)",unresolved
XT000264,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,4,DIRECT,Cloud Engineering,Cloud Infrastructure (Backend/AI Deployment),unresolved
XT000265,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,5,DIRECT,Cloud Engineering,"Multi-Cloud 환경 제공 (Databricks, Snowflake, Microsoft Fabric 등을 활용하는 Data/AI Platform 제공 맥락)",unresolved
XT000266,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,6,DIRECT,Cloud Engineering,Microsoft Azure OpenAI (Azure 기반 Generative AI 연계),unresolved
XT000267,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,7,DIRECT,Cloud Engineering,Cloud 기반 Data Platform Infrastructure (데이터 수집·분석·시각화 및 지속 가능한 AX 전환 지원),unresolved
XT000268,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,8,DIRECT,Cloud Engineering,Azure Data Factory·Data Lake Gen2·Synapse Analytics·Azure SQL·Azure Analysis Service 등 Azure Data Platform 구성,unresolved
XT000269,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,9,DIRECT,Cloud Engineering,RISE with SAP + Azure (삼성물산: On-Premise ERP → 글로벌 표준 Cloud ERP),unresolved
XT000270,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,10,DIRECT,Cloud Engineering,Azure 보안환경 Private GPT,unresolved
XT000271,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,direct_technology,11,DIRECT,Cloud Engineering,Power Platform 및 Azure 기반 서비스 확장,unresolved
XT000272,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,indirect_technology,1,INDIRECT,Cloud Engineering,Cloud Compute (Backend·AI 실행 자원),unresolved
XT000273,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,indirect_technology,2,INDIRECT,Cloud Engineering,Cloud Storage (모델·데이터·Artifact 저장),unresolved
XT000274,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,indirect_technology,3,INDIRECT,Cloud Engineering,IAM (Cloud Resource 접근 제어),unresolved
XT000275,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,indirect_technology,4,INDIRECT,Cloud Engineering,Cloud Networking (서비스 간 통신),unresolved
XT000276,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,indirect_technology,5,INDIRECT,Cloud Engineering,Secret Management (API Key·Credential 관리),unresolved
XT000277,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,indirect_technology,6,INDIRECT,Cloud Engineering,Logging/Monitoring (운영 상태 파악),unresolved
XT000278,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,indirect_technology,7,INDIRECT,Cloud Engineering,Cloud Governance (Multi-Cloud 환경의 표준·정책·관리와 밀접하나 구체 체계는 자료에 없음),unresolved
XT000279,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,indirect_technology,8,INDIRECT,Cloud Engineering,Hybrid Connectivity (On-Premise ERP/Legacy와 Azure Cloud Data Platform을 연결하는 네트워크·통합 방식과 밀접하나 구체 기술은 자료에 없음),unresolved
XT000280,SRC001,23,25,28d00293fcdc1669acbe9c991627b3cd23812dd20456020bdf3d8053d855aed6,direct_technology,1,DIRECT,ERP Cloud Transformation,RISE with SAP + Azure (삼성물산),unresolved
XT000281,SRC001,23,25,28d00293fcdc1669acbe9c991627b3cd23812dd20456020bdf3d8053d855aed6,direct_technology,2,DIRECT,ERP Cloud Transformation,기존 국내 맞춤형 On-Premise ERP → Cloud 기반 글로벌 표준 ERP,unresolved
XT000282,SRC001,23,25,28d00293fcdc1669acbe9c991627b3cd23812dd20456020bdf3d8053d855aed6,direct_technology,3,DIRECT,ERP Cloud Transformation,ERP Cloud Transformation·글로벌 프로세스 표준화,unresolved
XT000283,SRC001,23,25,28d00293fcdc1669acbe9c991627b3cd23812dd20456020bdf3d8053d855aed6,direct_technology,4,DIRECT,ERP Cloud Transformation,Power Platform을 결합한 현장업무 프로세스 개선,unresolved
XT000284,SRC001,23,25,28d00293fcdc1669acbe9c991627b3cd23812dd20456020bdf3d8053d855aed6,direct_technology,5,DIRECT,ERP Cloud Transformation,Azure 기반 서비스 확장 기반,unresolved
XT000285,SRC001,23,25,28d00293fcdc1669acbe9c991627b3cd23812dd20456020bdf3d8053d855aed6,direct_technology,6,DIRECT,ERP Cloud Transformation,"확인 효과 (글로벌 프로세스 표준화, IT 운영효율 향상)",unresolved
XT000286,SRC001,23,25,28d00293fcdc1669acbe9c991627b3cd23812dd20456020bdf3d8053d855aed6,direct_technology,7,DIRECT,ERP Cloud Transformation,실제 업무 영역 (건설·글로벌 프로젝트 ERP),unresolved
XT000287,SRC001,23,25,28d00293fcdc1669acbe9c991627b3cd23812dd20456020bdf3d8053d855aed6,indirect_technology,1,INDIRECT,ERP Cloud Transformation,ERP Fit-to-Standard / Process Harmonization (글로벌 표준화와 밀접하지만 구체 SAP 방법론은 자료에 없음),unresolved
XT000288,SRC001,23,25,28d00293fcdc1669acbe9c991627b3cd23812dd20456020bdf3d8053d855aed6,indirect_technology,2,INDIRECT,ERP Cloud Transformation,ERP Data Migration (On-Premise→Cloud 전환에 필요하지만 상세 방식은 자료에 없음),unresolved
XT000289,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,direct_technology,1,DIRECT,Cloud Operations / Technical Support,장애 대응 등 전담 기술지원,unresolved
XT000290,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,direct_technology,2,DIRECT,Cloud Operations / Technical Support,Azure 및 Cloud 환경 실시간 대응 체계,unresolved
XT000291,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,direct_technology,3,DIRECT,Cloud Operations / Technical Support,운영 리포트 및 비용 최적화 지원,unresolved
XT000292,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,direct_technology,4,DIRECT,Cloud Operations / Technical Support,정기 리포트 제공,unresolved
XT000293,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,direct_technology,5,DIRECT,Cloud Operations / Technical Support,비용 절감 Consulting,unresolved
XT000294,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,direct_technology,6,DIRECT,Cloud Operations / Technical Support,도입 전·후 고객 맞춤형 기술지원,unresolved
XT000295,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,direct_technology,7,DIRECT,Cloud Operations / Technical Support,고객 환경에 맞춘 지속 운영 지원,unresolved
XT000296,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,direct_technology,8,DIRECT,Cloud Operations / Technical Support,RISE with SAP + Azure를 통한 IT 운영효율 향상,unresolved
XT000297,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,direct_technology,9,DIRECT,Cloud Operations / Technical Support,Cloud 중심 Data Integration 사례에서 ADF 기반 정기 데이터 이동·자동화,unresolved
XT000298,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,indirect_technology,1,INDIRECT,Cloud Operations / Technical Support,Monitoring/Observability (실시간 대응과 운영 리포트 생성을 위해 밀접하나 구체 도구는 자료에 없음),unresolved
XT000299,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,indirect_technology,2,INDIRECT,Cloud Operations / Technical Support,Alerting (장애를 즉시 인지하기 위한 체계와 밀접),unresolved
XT000300,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,indirect_technology,3,INDIRECT,Cloud Operations / Technical Support,Incident Management (장애 대응 절차·담당자 관리와 밀접),unresolved
XT000301,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,indirect_technology,4,INDIRECT,Cloud Operations / Technical Support,SLA/SLO (전담 기술지원의 서비스 수준을 정의하는 체계와 밀접하나 자료에는 없음),unresolved
XT000302,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,indirect_technology,5,INDIRECT,Cloud Operations / Technical Support,Root Cause Analysis (장애 재발 방지와 밀접하나 구체 프로세스는 자료에 없음),unresolved
XT000303,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,indirect_technology,6,INDIRECT,Cloud Operations / Technical Support,FinOps (Cloud 비용 최적화·절감 Consulting과 밀접하나 용어는 직접 명시되지 않음),unresolved
XT000304,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,indirect_technology,7,INDIRECT,Cloud Operations / Technical Support,ERP/Application Operations (Cloud ERP 운영과 밀접하지만 운영 조직·도구는 자료에 명시되지 않음),unresolved
XT000305,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,direct_technology,1,DIRECT,MLOps,"MLOps (AI 모델 개발·배포, Azure/AWS)",unresolved
XT000306,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,direct_technology,2,DIRECT,MLOps,"MLflow (Model Optimization, Deployment Strategy)",unresolved
XT000307,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,direct_technology,3,DIRECT,MLOps,Model Optimization (MLflow),unresolved
XT000308,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,direct_technology,4,DIRECT,MLOps,"Model Deployment (MLflow, AI Model)",unresolved
XT000309,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,direct_technology,5,DIRECT,MLOps,AI Model Serving (향후 교육 영역으로 명시),unresolved
XT000310,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,indirect_technology,1,INDIRECT,MLOps,Experiment Tracking (MLflow의 모델 실험 관리와 직접 연결),unresolved
XT000311,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,indirect_technology,2,INDIRECT,MLOps,Model Registry (모델 버전·배포 관리),unresolved
XT000312,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,indirect_technology,3,INDIRECT,MLOps,Model Artifact (학습 결과 저장),unresolved
XT000313,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,indirect_technology,4,INDIRECT,MLOps,Model Versioning (최적화·배포 이력 관리),unresolved
XT000314,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,indirect_technology,5,INDIRECT,MLOps,Model Monitoring (배포 이후 모델 성능 확인),unresolved
XT000315,SRC001,26,28,3fd0d510d7ed9e709d67af2e04ab64697ba85ac3d77efd8fc6bcefc18bcef0d8,direct_technology,1,DIRECT,DevOps / CI/CD,"Azure DevOps Pipeline (코드 리뷰, 병렬 개발, 배포 자동화)",unresolved
XT000316,SRC001,26,28,3fd0d510d7ed9e709d67af2e04ab64697ba85ac3d77efd8fc6bcefc18bcef0d8,direct_technology,2,DIRECT,DevOps / CI/CD,"CI/CD Pipeline (배포 자동화, Cloud)",unresolved
XT000317,SRC001,26,28,3fd0d510d7ed9e709d67af2e04ab64697ba85ac3d77efd8fc6bcefc18bcef0d8,direct_technology,3,DIRECT,DevOps / CI/CD,"Code Review (Azure DevOps Pipeline, 협업)",unresolved
XT000318,SRC001,26,28,3fd0d510d7ed9e709d67af2e04ab64697ba85ac3d77efd8fc6bcefc18bcef0d8,direct_technology,4,DIRECT,DevOps / CI/CD,"Branch 기반 개발 (실험 기능 테스트, 병렬 개발)",unresolved
XT000319,SRC001,26,28,3fd0d510d7ed9e709d67af2e04ab64697ba85ac3d77efd8fc6bcefc18bcef0d8,direct_technology,5,DIRECT,DevOps / CI/CD,별도 Experimental Branch (신규·실험 기능 검증),unresolved
XT000320,SRC001,26,28,3fd0d510d7ed9e709d67af2e04ab64697ba85ac3d77efd8fc6bcefc18bcef0d8,indirect_technology,1,INDIRECT,DevOps / CI/CD,Git (Branch·Code Review·Parallel Development를 수행하는 대표 Version Control),unresolved
XT000321,SRC001,26,28,3fd0d510d7ed9e709d67af2e04ab64697ba85ac3d77efd8fc6bcefc18bcef0d8,indirect_technology,2,INDIRECT,DevOps / CI/CD,Pull/Merge Request (Code Review 후 Branch 병합에 필요),unresolved
XT000322,SRC001,26,28,3fd0d510d7ed9e709d67af2e04ab64697ba85ac3d77efd8fc6bcefc18bcef0d8,indirect_technology,3,INDIRECT,DevOps / CI/CD,Repository (공동 Code Base 관리),unresolved
XT000323,SRC001,26,28,3fd0d510d7ed9e709d67af2e04ab64697ba85ac3d77efd8fc6bcefc18bcef0d8,indirect_technology,4,INDIRECT,DevOps / CI/CD,Versioning (운영/실험 버전 분리),unresolved
XT000324,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,1,DIRECT,Workflow Automation,"Power Automate (Power Platform, Workflow)",unresolved
XT000325,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,2,DIRECT,Workflow Automation,"업무 자동화 (메뉴 수집, 휴가, 주간 업무 요약, 생일 알림)",unresolved
XT000326,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,3,DIRECT,Workflow Automation,Workflow (Teams 자동 전달),unresolved
XT000327,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,4,DIRECT,Workflow Automation,Scheduled Automation (매일 오전 9시 등 정기 작업),unresolved
XT000328,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,5,DIRECT,Workflow Automation,"AI 업무 요약 (LLM, Teams)",unresolved
XT000329,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,6,DIRECT,Workflow Automation,"자동 알림 (휴가, 생일, Teams)",unresolved
XT000330,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,7,DIRECT,Workflow Automation,"Power Platform 기반 반복 업무 자동화 (Low-Code, 앱 개발과 결합, 현업 중심 빠른 구현)",unresolved
XT000331,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,8,DIRECT,Workflow Automation,"Power Automate (승인 프로세스, 반복업무, Workflow 자동화)",unresolved
