TechnologyKey,TechnologyId,TechnologyName,CategoryName,ArchitectureLayer,LayerOrder,EvidenceType,SourceId
419,T0419,"검색 정확도 개선 (LangChain, LlamaIndex, Qdrant, 질문 Reformatting)",Information Retrieval / Search Engineering,Unmapped,,,SRC001
420,T0420,고객 환경별 커스터마이징 (보안·Data/AI 환경을 기업 요구에 맞게 설계),Privacy / Enterprise Security / Data Handling,Unmapped,,,SRC001
421,T0421,고객 환경에 맞춘 지속 운영 지원,Cloud Operations / Technical Support,Unmapped,,,SRC001
422,T0422,기능 반영 (검증된 기술을 실제 기능에 적용),Technical R\&D,Unmapped,,,SRC001
423,T0423,기업 규모·도입 목적별 적용 사례 및 Consulting,AI Transformation / AX Consulting,Unmapped,,,SRC001
424,T0424,기업 내부 정형/비정형 데이터의 AI·BI 활용,Privacy / Enterprise Security / Data Handling,Unmapped,,,SRC001
425,T0425,기업 데이터 자연어 Q&A 및 BXG 분석형 대화 인터페이스,Conversational Application,Unmapped,,,SRC001
426,T0426,기업 데이터 질의응답·사내 통합 GPT·문서검색 챗봇,Generative AI,Unmapped,,,SRC001
427,T0427,"기업 정형데이터 자연어 분석 (DRB동일·HL만도·성우하이텍·흥아·SJG세종·CTR 계열, 이마트24, LG전자 사례)",AI / LLM Engineering,Unmapped,,,SRC001
428,T0428,기존 경험·수기 중심 예측의 데이터화 및 예측 정확성 향상,Machine Learning,Unmapped,,,SRC001
429,T0429,기존 국내 맞춤형 On-Premise ERP → Cloud 기반 글로벌 표준 ERP,ERP Cloud Transformation,Unmapped,,,SRC001
430,T0430,내부 기술 문서 정리 (Power Platform),Technical R\&D,Unmapped,,,SRC001
431,T0431,"누구나 쉽게 활용 가능한 BI 환경 (Generative BI, 자연어 기반 분석)",User-centered / Iterative Development,Unmapped,,,SRC001
432,T0432,누락 방지 (생일 공지 등),Reliability / Human-error Prevention,Unmapped,,,SRC001
433,T0433,다양한 산업군 적용,AI Transformation / AX Consulting,Unmapped,,,SRC001
434,T0434,대덕전자 Power Platform 적용: 보고 → 분석 → 승인 사이 반복업무 자동화,Workflow Automation,Unmapped,,,SRC001
435,T0435,데이터 Self-Service (Azure OpenAI + BXG로 비IT 현업이 기업 정형데이터 직접 분석),User-centered / Iterative Development,Unmapped,,,SRC001
436,T0436,데이터 수집·분석 (비즈니스 맞춤형 Data Platform의 직접 처리 범위),Data Engineering,Unmapped,,,SRC001
437,T0437,"데이터 접근 (Portal 조회, 모바일 보고서, Embedded BI, 사용자별 보고서)",BI Delivery / Portal / Embedded BI,Unmapped,,,SRC001
438,T0438,데이터 정합성 확보 (Azure Data Platform 도입 성과),Data Governance,Unmapped,,,SRC001
439,T0439,도입 전·후 고객 맞춤형 기술지원,Cloud Operations / Technical Support,Unmapped,,,SRC001
440,T0440,도입 전·후 고객 맞춤형 지원,AI Transformation / AX Consulting,Unmapped,,,SRC001
441,T0441,도입 전·후 고객 맞춤형 지원 및 고객사 환경 최적화 교육,User-centered / Iterative Development,Unmapped,,,SRC001
442,T0442,도입 후 고객 맞춤형 실무 교육 (고객사 환경에 최적화된 실습 중심 교육),Technical Education,Unmapped,,,SRC001
443,T0443,딥러닝 기반 Computer Vision (이상 탐지 시스템 개발·배포),Computer Vision,Unmapped,,,SRC001
444,T0444,"딥러닝 모델 개발 (Computer Vision, 이상 탐지, AI 모델 개발)",Deep Learning,Unmapped,,,SRC001
445,T0445,"문서 검색 (RAG, 사용자 질문, Q\&A)",Information Retrieval / Search Engineering,Unmapped,,,SRC001
446,T0446,"문서·지식 검색형 확인 효과 (검색시간 감소, 정보 접근성 향상, 자료 통합, 업무효율 향상)",AI / LLM Engineering,Unmapped,,,SRC001
447,T0447,문서검색형·정형데이터 분석형 처리로 이어지는 질의 해석 흐름 (처리 흐름은 직접 확인되나 Prompt 기반 분기 구현 여부는 미특정),Prompt Engineering,Unmapped,,,SRC001
448,T0448,반복 업무 자동화 (사람의 주관이 필요 없는 업무),Reliability / Human-error Prevention,Unmapped,,,SRC001
449,T0449,별도 Experimental Branch (신규·실험 기능 검증),DevOps / CI/CD,Unmapped,,,SRC001
450,T0450,보고서 등록·수정·사전검토·공유 등 Content Governance,Data Governance,Unmapped,,,SRC001
451,T0451,보안 (Data & AI 구축 경험의 핵심 고려사항으로 명시),Privacy / Enterprise Security / Data Handling,Unmapped,,,SRC001
452,T0452,보안 고려 (Data & AI 구축 경험의 구성 요소),Data Governance,Unmapped,,,SRC001
453,T0453,"분산 환경 (Spark, 최적화)",Distributed Computing,Unmapped,,,SRC001
454,T0454,"비동기 프로그래밍 (응답 속도, Resource 사용량)",Async Programming,Unmapped,,,SRC001
455,T0455,비용 절감 Consulting,Cloud Operations / Technical Support,Unmapped,,,SRC001
456,T0456,비즈니스/고객 맞춤형 Platform·Consulting (기업 규모·도입 목적에 맞춘 적용),User-centered / Iterative Development,Unmapped,,,SRC001
457,T0457,"사내 DB (휴가 데이터, Teams 연동)",Enterprise Integration,Unmapped,,,SRC001
458,T0458,사내 DB 데이터 활용 (휴가 등 내부 정보),Privacy / Enterprise Security / Data Handling,Unmapped,,,SRC001
459,T0459,사용자 Feedback 기반 개선 (휴가 시스템),User-centered / Iterative Development,Unmapped,,,SRC001
460,T0460,"사용자 관리 (등록·미등록 사용자, 사용자별 보고서, 조직/계층별 접근제어)",BI Delivery / Portal / Embedded BI,Unmapped,,,SRC001
461,T0461,"사용자 니즈 기반 자동화 (메뉴, 휴가, 주간 업무, 생일)",User-centered / Iterative Development,Unmapped,,,SRC001
462,T0462,삼성물산: ERP Cloud 전환과 Power Apps를 결합해 현장업무 프로세스 개선,Low-code Development,Unmapped,,,SRC001
463,T0463,생산 데이터 기반 영향 인자 분석·변수 간 연관도 분석·생산수율 예측,Machine Learning,Unmapped,,,SRC001
464,T0464,"생성형 AI (AI 솔루션 개발, 백엔드 개발)",Generative AI,Unmapped,,,SRC001
465,T0465,성능 대비 비용 효율성 (BD팀 기술 도입 기준),Cost Optimization,Unmapped,,,SRC001
466,T0466,신규 기능 테스트 (Power Platform),Technical R\&D,Unmapped,,,SRC001
467,T0467,실수 방지 시스템 (자동화를 통한 Human Error 감소),Reliability / Human-error Prevention,Unmapped,,,SRC001
468,T0468,실시간 분석 (Data Platform의 분석 요구; 처리 성능·지연 관리와 연결),Performance Engineering,Unmapped,,,SRC001
469,T0469,실시간 분석 (End-to-End Roadmap의 분석 기능),Data Platform / Analytics Infrastructure,Unmapped,,,SRC001
470,T0470,"실제 분석 업무 (게임 KPI, 판매분석, Transaction 분석)",Semantic Modeling / OLAP,Unmapped,,,SRC001
471,T0471,실제 사용 여부 중시 (서비스 운영),User-centered / Iterative Development,Unmapped,,,SRC001
472,T0472,실제 업무 영역 (건설·글로벌 프로젝트 ERP),ERP Cloud Transformation,Unmapped,,,SRC001
473,T0473,실험 기능 별도 Branch Test (Azure DevOps 개발 방식),Technical R\&D,Unmapped,,,SRC001
474,T0474,"업무 자동화 (메뉴 수집, 휴가, 주간 업무 요약, 생일 알림)",Workflow Automation,Unmapped,,,SRC001
475,T0475,예측 결과의 BI/업무 적용,Machine Learning,Unmapped,,,SRC001
476,T0476,운영 리포트 및 비용 최적화 지원,Cloud Operations / Technical Support,Unmapped,,,SRC001
477,T0477,운영 리포트 및 비용 최적화 지원 (Cloud/Data/AI 운영 단계),Cost Optimization,Unmapped,,,SRC001
478,T0478,운영 비용 (AI Model 구축·배포),Cost Optimization,Unmapped,,,SRC001
479,T0479,"운영관리 (로그·권한·보고서 관리, 자동화 기능)",BI Delivery / Portal / Embedded BI,Unmapped,,,SRC001
480,T0480,원천 시스템: ERP·MES·CRM·POS·SAP·HR·Excel·Legacy DB,Data Integration / ETL,Unmapped,,,SRC001
481,T0481,"응답 품질 (Prompt, Parameter Tuning, LLM 후처리)",Performance Engineering,Unmapped,,,SRC001
482,T0482,"이상 탐지 (Computer Vision, Deep Learning, 개발부터 배포)",Anomaly Detection,Unmapped,,,SRC001
483,T0483,"이상 탐지 시스템 (Spark, Databricks, MLflow, 모델 최적화·배포)",Anomaly Detection,Unmapped,,,SRC001
484,T0484,"자동 알림 (휴가, 생일, Teams)",Workflow Automation,Unmapped,,,SRC001
485,T0485,자연어 기반 Insight 도출 (사용자가 자연어로 분석 결과를 빠르게 획득),BI / Generative BI,Unmapped,,,SRC001
486,T0486,장애 대응 등 전담 기술지원,Cloud Operations / Technical Support,Unmapped,,,SRC001
487,T0487,장애 대응 및 전담 기술지원 (Azure 및 Cloud 환경 실시간 대응 체계),Reliability / Human-error Prevention,Unmapped,,,SRC001
488,T0488,저비용 Computing Resource 활용 (Spark 원리·Memory 관리),Cost Optimization,Unmapped,,,SRC001
489,T0489,전사적 데이터 활용 체계 구축,Data Platform / Analytics Infrastructure,Unmapped,,,SRC001
490,T0490,전사적 데이터 활용 체계 구축 (기업 전체 데이터 활용 기반),AI Transformation / AX Consulting,Unmapped,,,SRC001
491,T0491,정기 리포트 제공,Cloud Operations / Technical Support,Unmapped,,,SRC001
492,T0492,정기 리포트 제공 및 비용 절감 컨설팅,Cost Optimization,Unmapped,,,SRC001
493,T0493,정기 무료 교육 프로그램 (매월 누구나 참여 가능한 실무 중심 Open Session),Technical Education,Unmapped,,,SRC001
494,T0494,정형 보고 자동화,Reporting / SSRS,Unmapped,,,SRC001
495,T0495,"질문 Reformatting (모호·비정형 질문, GPT, 검색 정확도)",Prompt Engineering,Unmapped,,,SRC001
496,T0496,"질문 전처리 (GPT, 문서 검색, 검색 정확도)",Prompt Engineering,Unmapped,,,SRC001
497,T0497,최신 Library Review (AI Backend),Technical R\&D,Unmapped,,,SRC001
498,T0498,최신 Paper Review (AI Backend),Technical R\&D,Unmapped,,,SRC001
499,T0499,"출처 기반 문서·지식 검색 (Azure OpenAI/GPT-4, 사내 문서·자료 검색, 필요한 정보 신속 탐색)",Information Retrieval / Search Engineering,Unmapped,,,SRC001
500,T0500,콘텐츠 관리 (보고서 등록·수정·사전검토·신규 콘텐츠 생성·공유),BI Delivery / Portal / Embedded BI,Unmapped,,,SRC001
501,T0501,"한국암웨이: 수만 명 판매사 대상, 본인/하위조직 실적만 조회하도록 권한 통제",BI Delivery / Portal / Embedded BI,Unmapped,,,SRC001
502,T0502,향후 ML·DL·Generative AI·Speech Recognition·MLOps·AI Model Serving 교육 계획,Technical Education,Unmapped,,,SRC001
503,T0503,현업 중심의 빠른 구현 (Power Platform),User-centered / Iterative Development,Unmapped,,,SRC001
504,T0504,호텔·경영 보고,Reporting / SSRS,Unmapped,,,SRC001
505,T0505,혼합현실 콘텐츠 제작 (Text/Image/3D 배치),Spatial Content,Unmapped,,,SRC001
506,T0506,"확인 효과 (개발시간 단축, 수작업 감소, 현업 중심 프로세스 혁신)",Low-code Development,Unmapped,,,SRC001
507,T0507,"확인 효과 (검색시간·탐색비용 감소, 정보 접근성 향상, 자료 통합, 업무효율 향상)",Information Retrieval / Search Engineering,Unmapped,,,SRC001
508,T0508,"확인 효과 (글로벌 프로세스 표준화, IT 운영효율 향상)",ERP Cloud Transformation,Unmapped,,,SRC001
509,T0509,"확인 효과 (데이터 엔지니어 의존 감소, 분석시간 단축, 비IT 현업 데이터 활용 증가; LG전자 업무 생산성 30% 이상 향상)",AI / LLM Engineering,Unmapped,,,SRC001
510,T0510,"확인 효과 (데이터 정합성 확보, 수작업 데이터 수집 제거, 확장 가능한 분석 인프라 확보)",Data Platform / Analytics Infrastructure,Unmapped,,,SRC001
511,T0511,"확인 효과 (보고 자동화, 작성시간 단축, 데이터 오류 감소·정합성 향상, 분석 적시성·의사결정 속도 향상, Self-Service 분석)",BI / Generative BI,Unmapped,,,SRC001
512,T0512,"확인 효과 (빠른 다차원 분석, BI 응답속도·분석 편의성 향상)",Semantic Modeling / OLAP,Unmapped,,,SRC001
513,T0513,"확인 효과 (정보 접근성·BI 접근성 향상, 분석시간 단축, 비IT 활용 증가, 현업 중심 프로세스 혁신)",User-centered / Iterative Development,Unmapped,,,SRC001
514,T0514,"확인된 AX 성과 범주 (수작업·데이터 요청 감소, 분석·보고 적시성 향상, Self-Service 확대, 글로벌 프로세스 표준화, IT 운영효율 향상)",AI Transformation / AX Consulting,Unmapped,,,SRC001
515,T0515,확인된 비즈니스 효과 사례 (LG전자: 기업 내부 정형데이터 자연어 분석 적용 후 자료상 업무 생산성 30% 이상 향상),AI Transformation / AX Consulting,Unmapped,,,SRC001
